Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
93,"K Barré, I Le Viol, Y Bas, R Julliard, C Kerbiriou","Estimating habitat loss due to wind turbine avoidance by bats: Implications for European siting guidance",2018,"Biological Conservation","Elsevier","https://www.sciencedirect.com/science/article/pii/S0006320718305469","https://scholar.google.com/scholar?cites=3458267113425787829&as_sdt=2005&sciodt=2007&hl=en",89,"2025-01-07 12:13:53","HTML","","","",,,,,93,13.29,19,5,7,"… Then, we filtered the bat dataset on 5 confidence index thresholds corresponding to a predicted maximum error risk between 0.5 and 0.1 (Table A.3) in order to perform analyses on …","https://www.sciencedirect.com/science/article/pii/S0006320718305469","https://scholar.google.com/scholar?q=related:tdso8p07_i8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
3,"LF Liévano‐Latorre, IG Varassin, TB Zanata","Evolutionary history and precipitation seasonality shape niche overlap in Neotropical bat–plant pollination networks",2023,"Biotropica","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/btp.13181","https://scholar.google.com/scholar?cites=9075975463434439095&as_sdt=2005&sciodt=2007&hl=en",90,"2025-01-07 12:13:53","","10.1111/btp.13181","","",,,,,3,1.50,1,3,2,"… As the phylogenetic distance of bats was a significant factor, we tested whether bat traits had a phylogenetic signal using Pagel's lambda (λ; Pagel, 1999). Pagel's lambda compares the …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/btp.13181","https://scholar.google.com/scholar?q=related:t8kr8JhX9H0J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
28,"ND Forkert, J Fiehler, T Illies, DPF Möller, ...","4D blood flow visualization fusing 3D and 4D MRA image sequences",2012,"Journal of magnetic …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.23652","https://scholar.google.com/scholar?cites=9159473607837302556&as_sdt=2005&sciodt=2007&hl=en",91,"2025-01-07 12:13:53","","10.1002/jmri.23652","","",,,,,28,2.15,6,5,13,"… Finally, the registered BAT dataset is masked with the cerebrovascular segmentation, such that only the BATs of vessel structures are visible. The masked and registered BAT dataset …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/jmri.23652","https://scholar.google.com/scholar?q=related:HD-1pLf8HH8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
23,"M Pravenec, V Zidek, V Landa, P Mlejnek, ...","Mutant Wars2 gene in spontaneously hypertensive rats impairs brown adipose tissue function and predisposes to visceral obesity",2017,"Physiological …","biomed.cas.cz","https://www.biomed.cas.cz/physiolres/pdf/66/66_917.pdf","https://scholar.google.com/scholar?cites=18327723761947430740&as_sdt=2005&sciodt=2007&hl=en",92,"2025-01-07 12:13:53","PDF","","","",,,,,23,2.88,5,5,8,"… into BAT lipids in RI strains (www.genenetwork.org) was correlated with increased lipolysis of WAT and higher sensitivity of skeletal muscles to insulin action, ie these BAT traits were …","https://www.biomed.cas.cz/physiolres/pdf/66/66_917.pdf","https://scholar.google.com/scholar?q=related:VM9cNKgnWf4J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
27,"AF Ramírez‐Mejía, JN Urbina‐Cardona, ...","Functional diversity of phyllostomid bats in an urban–rural landscape: A scale‐dependent analysis",2020,"Biotropica","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/btp.12816","https://scholar.google.com/scholar?cites=5442098158022360616&as_sdt=2005&sciodt=2007&hl=en",93,"2025-01-07 12:13:53","","10.1111/btp.12816","","",,,,,27,5.40,9,3,5,"… 2.3 Bat functional traits … Besides landscape composition and structure, other factors such as primary productivity may influence bat traits related to vagility and food intake (Kelly, …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/btp.12816","https://scholar.google.com/scholar?q=related:KP669XA3hksJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
44,"CD McKee, AI Krawczyk, AD Sándor, ...","Host phylogeny, geographic overlap, and roost sharing shape parasite communities in European bats",2019,"Frontiers in Ecology …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fevo.2019.00069/full","https://scholar.google.com/scholar?cites=15677355141746874154&as_sdt=2005&sciodt=2007&hl=en",94,"2025-01-07 12:13:53","HTML","10.3389/fevo.2019.00069","","",,,,,44,7.33,11,4,6,"… The subset of 456 gltA sequences comprising the European bat dataset represents data from nine countries: Belgium, Finland, Georgia, Hungary, the Netherlands, Poland, Romania, …","https://www.frontiersin.org/articles/10.3389/fevo.2019.00069/full","https://scholar.google.com/scholar?q=related:Kld3cXAnkdkJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"ZA Warren","Distribution and Habitat Association of the Northern Long-eared Bat",2018,"","digitalcommons.unl.edu","https://digitalcommons.unl.edu/natresdiss/277/","",95,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,7,"Because of white-nose syndrome, the northern long-eared bat (Myotis septentrionalis) is experiencing rapid population declines across the majority of its range. This decline has …","https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1280&context=natresdiss","https://scholar.google.com/scholar?q=related:S7K0FrmG8NwJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"UM Diniz, LM de Souza Aguiar","Beyond a 'perfect fit': the interplay between morphology and spatiotemporal overlap as determinants of microstructure in a bat-flower network",2022,"","researchsquare.com","https://www.researchsquare.com/article/rs-1796426/latest","",96,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,2,3,"… Large-scale meta-networks in tropical America have shown that relatively generalized networks emerge in several different regions [19], and that bat traits such as size and skull length …","https://www.researchsquare.com/article/rs-1796426/latest.pdf","https://scholar.google.com/scholar?q=related:ovqfyLCPXZQJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
3,"MA Hurtado-Materon, OE Murillo-García","An integrative approach to understanding diversity patterns and assemblage rules in Neotropical bats",2023,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-023-35100-z","https://scholar.google.com/scholar?cites=1527601218478536638&as_sdt=2005&sciodt=2007&hl=en",97,"2025-01-07 12:13:53","HTML","","","",,,,,3,1.50,2,2,2,"… Table 1 Bat traits and trait categories used to estimate the functional diversity of bat assemblages from the Western and Central mountain ranges of Colombian Andes. …","https://www.nature.com/articles/s41598-023-35100-z","https://scholar.google.com/scholar?q=related:vvfd8TYhMxUJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
35,"A Lacoeuilhe, N Machon, JF Julien, C Kerbiriou","The relative effects of local and landscape characteristics of hedgerows on bats",2018,"Diversity","mdpi.com","https://www.mdpi.com/1424-2818/10/3/72","https://scholar.google.com/scholar?cites=4847469114316638333&as_sdt=2005&sciodt=2007&hl=en",98,"2025-01-07 12:13:53","HTML","","","",,,,,35,5.00,9,4,7,"… of localand landscape structures of hedgerows on bat activity and (ii) a functional approach where we also tested the effects of local and landscape structures of hedgerows on bat traits (…","https://www.mdpi.com/1424-2818/10/3/72","https://scholar.google.com/scholar?q=related:fUiF-nmrRUMJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
65,"E McDonald‐Madden, ESG Schreiber, ...","Factors affecting Grey‐headed Flying‐fox (Pteropus poliocephalus: Pteropodidae) foraging in the Melbourne metropolitan area, Australia",2005,"Austral …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1442-9993.2005.01492.x","https://scholar.google.com/scholar?cites=1372423349476330974&as_sdt=2005&sciodt=2007&hl=en",99,"2025-01-07 12:13:53","","10.1111/j.1442-9993.2005.01492.x","","",,,,,65,3.25,22,3,20,"Factors affecting the foraging of mobile native fauna in highly fragmented urban landscapes have seldom been quantified at large spatial scales. We investigated factors affecting …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1442-9993.2005.01492.x","https://scholar.google.com/scholar?q=related:3g390sPTCxMJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"HC Chen, J Wiśniewski","Identification of potential SARS-CoV-2 genetic markers resulting from host domestication",2024,"","researchsquare.com","https://www.researchsquare.com/article/rs-4863529/latest","",100,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,2,1,"… in the bat dataset because no clear temporal boundary exists in relation to bat isolates restricted in the same geographical regions nor in human isolates used in the bat dataset. …","https://www.researchsquare.com/article/rs-4863529/latest.pdf","https://scholar.google.com/scholar?q=related:9vrb9AN8IdYJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
4,"K Xu, CW Cheong, WP Veldsman, A Lyu, ...","Accurate and interpretable gene expression imputation on scRNA-seq data using IGSimpute",2023,"Briefings in …","academic.oup.com","https://academic.oup.com/bib/article-abstract/24/3/bbad124/7111719","https://scholar.google.com/scholar?cites=9652862333510773798&as_sdt=2005&sciodt=2007&hl=en",101,"2025-01-07 12:13:53","","","","",,,,,4,2.00,1,5,2,"… For the BAT dataset, we extracted B cells and removed (i) External RNA Controls Consortium [41] spike-ins; and (ii) genes with expression counts ˂10 (using scanpy.pp.filter_genes …","https://www.biorxiv.org/content/biorxiv/early/2023/01/23/2023.01.22.525114.full.pdf","https://scholar.google.com/scholar?q=related:JmyoNibb9YUJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
2,"DS Jacobs, A Bastian, DS Jacobs, A Bastian","Aerial Warfare: Have Bats and Moths Co-evolved?",2016,"Predator–Prey Interactions …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-32492-0_5","https://scholar.google.com/scholar?cites=6058478248753103939&as_sdt=2005&sciodt=2007&hl=en",102,"2025-01-07 12:13:53","","10.1007/978-3-319-32492-0_5","","",,,,,2,0.22,1,4,9,"… In contrast, evidence for reciprocity and specificity Specificity in the evolution of bat traits is confounded by the fact that these traits could also have evolved as adaptation Adaptation for …","","https://scholar.google.com/scholar?q=related:QwRcON4JFFQJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
26,"JH Arbour, AA Curtis, SE Santana","Sensory adaptations reshaped intrinsic factors underlying morphological diversification in bats",2021,"BMC biology","Springer","https://link.springer.com/article/10.1186/s12915-021-01022-3","https://scholar.google.com/scholar?cites=1619768454742421097&as_sdt=2005&sciodt=2007&hl=en",103,"2025-01-07 12:13:53","","10.1186/s12915-021-01022-3","","",,,,,26,6.50,9,3,4,"… Both Q- and R-mode approaches showed strong support for evolutionary rate heterogeneity across both the cranium and the mandible for the all bat dataset, within oral emitters, and …","https://link.springer.com/content/pdf/10.1186/s12915-021-01022-3.pdf","https://scholar.google.com/scholar?q=related:aS5O49OSehYJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
42,"S Chattopadhyay, R Maitra","Gaussian-mixture-model-based cluster analysis finds five kinds of gamma-ray bursts in the BATSE catalogue",2017,"Monthly Notices of the Royal …","academic.oup.com","https://academic.oup.com/mnras/article-abstract/469/3/3374/3786423","https://scholar.google.com/scholar?cites=7184452104402147128&as_sdt=2005&sciodt=2007&hl=en",104,"2025-01-07 12:13:53","","","","",,,,,42,5.25,21,2,8,"Clustering methods are an important tool to enumerate and describe the different coherent kind of gamma-ray bursts (GRBs). But their performance can be affected by a number of …","https://academic.oup.com/mnras/article-pdf/469/3/3374/17656836/stx1024.pdf","https://scholar.google.com/scholar?q=related:OJeyxB9NtGMJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"JH Preble","Conservation ecology of Okinawa's endangered plant-roosting bats, Murina ryukyuana and Myotis yanbarensis",2022,"","repository.kulib.kyoto-u.ac.jp","https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/275359/1/gjohk00793.pdf","https://scholar.google.com/scholar?cites=11953801717267425561&as_sdt=2005&sciodt=2007&hl=en",105,"2025-01-07 12:13:53","","","","",,,,,1,0.33,1,1,3,"… ◆ Chapter 2: Japan bat review Here I conducted a systematic review of conservation-relevant bat research to compare research effort thus far to conservation priorities (ie threatened …","https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/275359/5/djohk00793.pdf","https://scholar.google.com/scholar?q=related:Gekt8VNv5KUJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
21,"RA Dias, F Rocha, FM Ulloa-Stanojlovic, ...","Spatiotemporal distribution of a non-haematophagous bat community and rabies virus circulation: a proposal for urban rabies surveillance in Brazil",2019,"Epidemiology & …","cambridge.org","https://www.cambridge.org/core/journals/epidemiology-and-infection/article/spatiotemporal-distribution-of-a-nonhaematophagous-bat-community-and-rabies-virus-circulation-a-proposal-for-urban-rabies-surveillance-in-brazil/DDBA8243CC1553194848985F1B3EFD1A","https://scholar.google.com/scholar?cites=17586609982668992339&as_sdt=2005&sciodt=2007&hl=en",106,"2025-01-07 12:13:53","","","","",,,,,21,3.50,5,4,6,"… In order to describe the bat traits, first we compared the proportions of each variable between the bat families and then across the genera within each family using the prop.test( ) …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DDBA8243CC1553194848985F1B3EFD1A/S0950268818003229a.pdf/spatiotemporal-distribution-of-a-non-haematophagous-bat-community-and-rabies-virus-circulation-a-proposal-for-urban-rabies-surveillance-in-brazil.pdf","https://scholar.google.com/scholar?q=related:U-9S9JkwEPQJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
6,"R Gogan, M Vencenzo, Y Ayapbergenov","Waste management for drillers",2010,"SPE Caspian Carbonates …","onepetro.org","https://onepetro.org/specctc/proceedings-abstract/10CCTC/All-10CCTC/104682","https://scholar.google.com/scholar?cites=1987192090394125930&as_sdt=2005&sciodt=2007&hl=en",107,"2025-01-07 12:13:53","","","","",,,,,6,0.40,2,3,15,"Karachaganak Petroleum Operating BV (KPO) has implemented waste management process that maximizes waste reduction and waste reuse. Minimizing environmental impact was …","","https://scholar.google.com/scholar?q=related:amZoeK3skxsJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
